"","AGEGROUP","COUNTRY","value"
"28523","AGE85-89","IRN",0.784
"28524","AGE70-74","AGO",0.912
"28525","AGE20-24","LBY",0.998812
"28526","AGE95-99","ECU",0.701801
"28527","AGE85-89","COD",0.754828
"28528","AGE70-74","AGO",0.942854
"28529","AGE75-79","PAN",0.964344
"28530","AGE90-94","SYR",0.680483
"28531","AGE1-4","ZAF",0.996855
"28532","AGE55-59","BLZ",0.98942
"28533","AGE35-39","GHA",0.99272
"28534","AGE60-64","BOL",0.981733
"28535","AGE60-64","MRT",0.98
"28536","AGE20-24","PHL",0.999125
"28537","AGE1-4","GRC",0.999768
"28538","AGE90-94","MUS",0.816537
"28539","AGE65-69","CIV",0.96613
"28540","AGE5-9","KIR",0.997822
"28541","AGE10-14","KAZ",0.99933
"28542","AGE95-99","AZE",0.591107
"28543","AGE30-34","LUX",0.998424
"28544","AGE55-59","SVK",0.995026
"28545","AGE80-84","GHA",0.852
"28546","AGE45-49","SGP",0.998661
"28547","AGE40-44","LVA",0.99153
"28548","AGE85-89","TKM",0.849722
"28549","AGE50-54","PAK",0.991134
"28550","AGE35-39","BFA",0.988679
"28551","AGE50-54","WSM",0.995117
"28552","AGE60-64","MDA",0.965703
"28553","AGE55-59","NIU",0.986871
"28554","AGE40-44","LUX",0.998338
"28555","AGE20-24","VCT",0.998239
"28556","AGE85-89","PRK",0.728207
"28557","AGELT1","NER",0.939437
"28558","AGE75-79","DMA",0.947348
"28559","AGE45-49","JOR",0.996239
"28560","AGE40-44","TZA",0.98717
"28561","AGELT1","AUS",0.995378
"28562","AGE1-4","ZAF",0.99614
"28563","AGE60-64","BGR",0.990757
"28564","AGE90-94","FIN",0.770545
"28565","AGE95-99","CZE",0.616717
"28566","AGE30-34","RUS",0.99823
"28567","AGE60-64","NER",0.972342
"28568","AGE20-24","HUN",0.999336
"28569","AGE5-9","GUY",0.99963
"28570","AGE75-79","URY",0.940333
"28571","AGE75-79","BTN",0.925349
"28572","AGE30-34","TLS",0.992348
"28573","AGELT1","BLZ",0.986176
"28574","AGE70-74","PRT",0.960582
"28575","AGE90-94","SMR",0.704267
"28576","AGE35-39","CYP",0.998766
"28577","AGE1-4","SWZ",0.99367
"28578","AGE55-59","BGR",0.993876
"28579","AGE1-4","TTO",0.999035
"28580","AGELT1","BRN",0.992799
"28581","AGE75-79","LBY",0.93137
"28582","AGE55-59","ARE",0.994334
"28583","AGE75-79","CHN",0.916754
"28584","AGE15-19","SWE",0.999732
"28585","AGE80-84","SYC",0.897392
"28586","AGE5-9","DZA",0.999347
"28587","AGE65-69","GMB",0.958359
"28588","AGE35-39","SSD",0.989717
"28589","AGE90-94","BDI",0.631368
"28590","AGE20-24","DJI",0.996566
"28591","AGE85-89","MAR",0.77886
"28592","AGE10-14","MOZ",0.99448
"28593","AGE95-99","GHA",0.389918
"28594","AGE45-49","GTM",0.995101
"28595","AGE65-69","MOZ",0.954999
"28596","AGE75-79","SEN",0.901
"28597","AGE70-74","ITA",0.957724
"28598","AGE80-84","IRL",0.946919
"28599","AGE75-79","BHR",0.92138
"28600","AGE95-99","ARG",0.690653
"28601","AGE10-14","TUV",0.999063
"28602","AGE85-89","LBY",0.842959
"28603","AGE15-19","NPL",0.998937
"28604","AGE55-59","KHM",0.984203
"28605","AGE35-39","LSO",0.973745
"28606","AGE60-64","BGD",0.97797
"28607","AGE95-99","UZB",0.622
"28608","AGE20-24","GNQ",0.994636
"28609","AGE80-84","TGO",0.857449
"28610","AGE5-9","AGO",0.987283
"28611","AGE30-34","KNA",0.99609
"28612","AGE95-99","LTU",0.683022
"28613","AGE15-19","HND",0.99881
"28614","AGE70-74","HTI",0.943417
"28615","AGE20-24","RWA",0.997677
"28616","AGE85-89","LAO",0.792729
"28617","AGE15-19","URY",0.999605
"28618","AGELT1","ZMB",0.947863
"28619","AGE35-39","IRL",0.999092
"28620","AGE20-24","MOZ",0.994822
"28621","AGE50-54","GMB",0.990552
"28622","AGE95-99","LVA",0.672643
"28623","AGE40-44","KNA",0.996729
"28624","AGE60-64","CPV",0.975683
"28625","AGE45-49","TUR",0.997124
"28626","AGE5-9","CAF",0.990139
"28627","AGE5-9","TKM",0.999
"28628","AGE15-19","ARM",0.999411
"28629","AGE1-4","SYC",0.999073
"28630","AGE90-94","EGY",0.652024
"28631","AGE30-34","TZA",0.993225
"28632","AGE50-54","CAF",0.98148
"28633","AGE50-54","LSO",0.980237
"28634","AGE65-69","ARM",0.973524
"28635","AGE40-44","GAB",0.993429
"28636","AGE20-24","LTU",0.997472
"28637","AGE95-99","TUN",0.645221
"28638","AGE5-9","SWE",0.999815
"28639","AGE45-49","VUT",0.996467
"28640","AGELT1","MCO",0.99561
"28641","AGE75-79","GHA",0.917
"28642","AGE55-59","SSD",0.981329
"28643","AGE1-4","PAN",0.998745
"28644","AGE75-79","COD",0.892618
"28645","AGE30-34","MAR",0.99719
"28646","AGE45-49","ZAF",0.978784
"28647","AGE75-79","BLR",0.950566
"28648","AGE80-84","ETH",0.857797
"28649","AGE40-44","KHM",0.991373
"28650","AGE65-69","NZL",0.971385
"28651","AGE70-74","BRB",0.966854
"28652","AGE35-39","TKM",0.995
"28653","AGE70-74","SWE",0.985343
"28654","AGE35-39","TLS",0.997353
"28655","AGE45-49","MCO",0.995602
"28656","AGE45-49","ITA",0.998042
"28657","AGE75-79","MOZ",0.919278
"28658","AGE50-54","KWT",0.997408
"28659","AGE90-94","FJI",0.613489
"28660","AGE40-44","DOM",0.995671
"28661","AGE95-99","PRY",0.768587
"28662","AGE30-34","ARM",0.999293
"28663","AGE50-54","MWI",0.98467
"28664","AGE15-19","BEN",0.997344
"28665","AGE90-94","THA",0.789526
"28666","AGE40-44","SRB",0.998195
"28667","AGE20-24","ALB",0.997
"28668","AGE55-59","MCO",0.993465
"28669","AGE15-19","SWE",0.999704
"28670","AGE10-14","SYC",0.999563
"28671","AGE20-24","DOM",0.998968
"28672","AGE95-99","MWI",0.429122
"28673","AGE1-4","YEM",0.993
"28674","AGE15-19","CAN",0.999666
"28675","AGE55-59","COL",0.98906
"28676","AGE5-9","MDV",0.999
"28677","AGE50-54","SRB",0.995854
"28678","AGE75-79","NZL",0.963882
"28679","AGE45-49","IND",0.992126
"28680","AGE50-54","FRA",0.994592
"28681","AGE65-69","GNQ",0.960536
"28682","AGE85-89","FRA",0.882626
"28683","AGE55-59","QAT",0.994166
"28684","AGE65-69","NGA",0.954277
"28685","AGE70-74","ARG",0.957924
"28686","AGE50-54","TZA",0.991626
"28687","AGE80-84","CIV",0.838624
"28688","AGE5-9","DEU",0.999757
"28689","AGE75-79","SLB",0.906813
"28690","AGE30-34","COL",0.998767
"28691","AGE45-49","FJI",0.99137
"28692","AGELT1","GRD",0.987724
"28693","AGE20-24","BIH",0.999675
"28694","AGE50-54","LUX",0.99726
"28695","AGE95-99","IDN",0.581111
"28696","AGE50-54","AND",0.995616
"28697","AGE65-69","ISR",0.9745
"28698","AGE15-19","MLI",0.997691
"28699","AGE5-9","GEO",0.999781
"28700","AGE1-4","SRB",0.999775
"28701","AGELT1","DJI",0.938816
"28702","AGE20-24","SMR",0.999314
"28703","AGE70-74","KIR",0.956186
"28704","AGE40-44","NER",0.994172
"28705","AGE85-89","GRD",0.881858
"28706","AGELT1","IRQ",0.953
"28707","AGE20-24","ECU",0.997526
"28708","AGE65-69","STP",0.966905
"28709","AGE20-24","IND",0.998088
"28710","AGE1-4","SDN",0.99388
"28711","AGE45-49","COD",0.989094
"28712","AGE80-84","THA",0.889974
"28713","AGE15-19","NIU",0.99873
"28714","AGE10-14","COD",0.99538
"28715","AGE75-79","TKM",0.912895
"28716","AGE75-79","BGR",0.912033
"28717","AGE70-74","QAT",0.957039
"28718","AGELT1","LAO",0.889
"28719","AGE80-84","NIU",0.889
"28720","AGELT1","SRB",0.994077
"28721","AGE65-69","LBY",0.968071
"28722","AGE95-99","MDG",0.615938
"28723","AGE1-4","BLR",0.999747
"28724","AGE55-59","AND",0.996788
"28725","AGE60-64","MDG",0.976602
"28726","AGE35-39","MRT",0.995
"28727","AGE50-54","GRD",0.993165
"28728","AGE60-64","BDI",0.966979
"28729","AGE90-94","BEL",0.795398
"28730","AGELT1","LUX",0.998104
"28731","AGE95-99","SGP",0.712778
"28732","AGELT1","GNQ",0.932998
"28733","AGE35-39","TJK",0.997452
"28734","AGE90-94","UZB",0.834
"28735","AGE85-89","COK",0.799999
"28736","AGE45-49","SWZ",0.979963
"28737","AGE50-54","BHR",0.997081
"28738","AGE10-14","SWZ",0.998436
"28739","AGE40-44","SMR",0.998584
"28740","AGE40-44","GEO",0.998518
"28741","AGE75-79","SMR",0.977567
"28742","AGE85-89","BTN",0.884436
"28743","AGE10-14","ZAF",0.999376
"28744","AGE65-69","GEO",0.965428
"28745","AGE65-69","SSD",0.953631
"28746","AGE90-94","MLT",0.761861
"28747","AGE5-9","RUS",0.999308
"28748","AGE10-14","VCT",0.999676
"28749","AGE40-44","SGP",0.999025
"28750","AGE95-99","DOM",0.688152
"28751","AGE40-44","MDG",0.991822
"28752","AGE15-19","LUX",0.999788
"28753","AGE45-49","TKM",0.989
"28754","AGELT1","NGA",0.913344
"28755","AGE70-74","GNB",0.933897
"28756","AGE50-54","LVA",0.988405
"28757","AGE30-34","SDN",0.99304
"28758","AGE75-79","DNK",0.964595
"28759","AGE1-4","ESP",0.999849
"28760","AGE10-14","ETH",0.995043
"28761","AGE95-99","UGA",0.561408
"28762","AGE35-39","NZL",0.998834
"28763","AGE95-99","QAT",0.75177
"28764","AGE85-89","ERI",0.759343
"28765","AGE1-4","NZL",0.999746
"28766","AGE50-54","MNE",0.992006
"28767","AGE30-34","KGZ",0.998
"28768","AGE40-44","SAU",0.998087
"28769","AGE55-59","MLI",0.982761
"28770","AGE60-64","GHA",0.976
"28771","AGE65-69","JAM",0.976052
"28772","AGE5-9","ALB",0.998735
"28773","AGE95-99","NER",0.453123
"28774","AGE30-34","BLZ",0.999064
"28775","AGE65-69","NER",0.958496
"28776","AGE35-39","CHN",0.998
"28777","AGE80-84","GBR",0.947384
"28778","AGE1-4","PRY",0.999107
"28779","AGE75-79","USA",0.944631
"28780","AGE60-64","CHL",0.987814
"28781","AGE40-44","NRU",0.998964
"28782","AGE40-44","USA",0.99694
"28783","AGE70-74","MDG",0.94833
"28784","AGE85-89","DEU",0.804982
"28785","AGE60-64","CAN",0.992846
"28786","AGELT1","UGA",0.948186
"28787","AGE65-69","KOR",0.981471
"28788","AGE45-49","BIH",0.995162
"28789","AGE95-99","AGO",0.500963
"28790","AGELT1","BIH",0.995054
"28791","AGE35-39","GBR",0.999211
"28792","AGE85-89","VNM",0.842
"28793","AGELT1","LBY",0.985818
"28794","AGE35-39","KNA",0.997746
"28795","AGE40-44","UGA",0.986404
"28796","AGE50-54","CMR",0.98729
"28797","AGELT1","SLB",0.970575
"28798","AGE75-79","NPL",0.908062
"28799","AGE70-74","LVA",0.934065
"28800","AGE95-99","RUS",0.671725
"28801","AGE65-69","IDN",0.957357
"28802","AGE20-24","DNK",0.999476
"28803","AGE5-9","SDN",0.995351
"28804","AGE30-34","CHL",0.999512
"28805","AGE50-54","NRU",0.997902
"28806","AGE45-49","NLD",0.997107
"28807","AGE45-49","HUN",0.989
"28808","AGE90-94","CHL",0.833989
"28809","AGE5-9","JAM",0.999417
"28810","AGE55-59","ECU",0.991712
"28811","AGE50-54","SAU",0.99649
"28812","AGE60-64","CIV",0.969558
"28813","AGE65-69","LBN",0.974622
"28814","AGE45-49","CHL",0.995923
"28815","AGE1-4","LVA",0.999693
"28816","AGE15-19","DJI",0.997785
"28817","AGE45-49","DNK",0.995682
"28818","AGE5-9","ISR",0.999771
"28819","AGE30-34","MLI",0.994856
"28820","AGE70-74","BTN",0.961395
"28821","AGE1-4","UZB",0.997
"28822","AGELT1","EGY",0.982736
"28823","AGE55-59","JOR",0.991
"28824","AGE95-99","NAM",0.614094
"28825","AGE30-34","NRU",0.999517
"28826","AGE50-54","UGA",0.986376
"28827","AGELT1","TKM",0.947421
"28828","AGE55-59","NER",0.983295
"28829","AGE5-9","ERI",0.996775
"28830","AGE20-24","GNB",0.99578
"28831","AGE45-49","GBR",0.998375
"28832","AGE20-24","TKM",0.997039
"28833","AGE95-99","GBR",0.627948
"28834","AGE65-69","TKM",0.949968
"28835","AGE65-69","ECU",0.979438
"28836","AGE80-84","LBN",0.937773
"28837","AGE1-4","AND",1
"28838","AGE10-14","MLI",0.997809
"28839","AGE15-19","CHL",0.999338
"28840","AGE20-24","KOR",0.999502
"28841","AGE70-74","ISL",0.985045
"28842","AGE55-59","PRK",0.991714
"28843","AGE5-9","SLE",0.989705
"28844","AGE10-14","JPN",0.999921
"28845","AGE30-34","MDA",0.998919
"28846","AGE60-64","CAN",0.994153
"28847","AGE50-54","BRB",0.997265
"28848","AGE80-84","GTM",0.902925
"28849","AGE55-59","BDI",0.980214
"28850","AGE55-59","SOM",0.984779
"28851","AGE1-4","MUS",0.999452
"28852","AGE85-89","GMB",0.745468
"28853","AGE85-89","MDG",0.803864
"28854","AGE80-84","AZE",0.881
"28855","AGE75-79","GRD",0.953909
"28856","AGE10-14","SLV",0.999519
"28857","AGE85-89","AFG",0.781072
"28858","AGE55-59","MAR",0.991425
"28859","AGE95-99","UZB",0.772
"28860","AGE80-84","LCA",0.908083
"28861","AGE90-94","NER",0.557734
"28862","AGELT1","THA",0.99052
"28863","AGE35-39","CUB",0.998127
"28864","AGE20-24","DEU",0.999685
"28865","AGE55-59","EGY",0.984357
"28866","AGE70-74","VUT",0.947589
"28867","AGE50-54","KGZ",0.984269
"28868","AGE45-49","RWA",0.982244
"28869","AGE70-74","BFA",0.92423
"28870","AGE50-54","HUN",0.98754
"28871","AGE60-64","AUT",0.987848
"28872","AGE40-44","NPL",0.992211
"28873","AGE1-4","MHL",0.99758
"28874","AGE20-24","BLZ",0.999082
"28875","AGE5-9","VUT",0.999602
"28876","AGE70-74","POL",0.939
"28877","AGE5-9","MNE",0.999859
"28878","AGE75-79","COL",0.966529
"28879","AGE70-74","GHA",0.950273
"28880","AGE75-79","AFG",0.896888
"28881","AGE60-64","FIN",0.994236
"28882","AGE90-94","ITA",0.790068
"28883","AGE95-99","AND",0.69931
"28884","AGE85-89","CAF",0.711071
"28885","AGE35-39","GRC",0.998866
"28886","AGE1-4","VNM",0.998961
"28887","AGE30-34","SSD",0.991
"28888","AGE5-9","ZMB",0.994
"28889","AGE55-59","PHL",0.990699
"28890","AGE75-79","ISL",0.969504
"28891","AGE45-49","GNQ",0.985393
"28892","AGE1-4","SOM",0.983472
"28893","AGE15-19","LSO",0.99688
"28894","AGE35-39","NIC",0.99819
"28895","AGE10-14","BHS",0.999752
"28896","AGE65-69","SLV",0.981285
"28897","AGE75-79","THA",0.929
"28898","AGE35-39","CUB",0.998718
"28899","AGE70-74","TZA",0.948864
"28900","AGE75-79","MCO",0.983491
"28901","AGE70-74","NAM",0.956381
"28902","AGE45-49","EST",0.995696
"28903","AGELT1","MLT",0.993671
"28904","AGE50-54","PRK",0.99326
"28905","AGE55-59","CYP",0.997205
"28906","AGE40-44","DMA",0.996351
"28907","AGE55-59","VCT",0.99029
"28908","AGE85-89","IRN",0.809
"28909","AGE85-89","BLZ",0.862
"28910","AGE10-14","BFA",0.997477
"28911","AGE60-64","CHL",0.977
"28912","AGE55-59","MHL",0.992524
"28913","AGE55-59","GAB",0.986078
"28914","AGE20-24","GBR",0.99941
"28915","AGE90-94","SVK",0.783786
"28916","AGE15-19","KHM",0.997443
"28917","AGE50-54","LTU",0.995
"28918","AGE50-54","CAN",0.996238
"28919","AGE45-49","SYC",0.993103
"28920","AGE55-59","TUV",0.98066
"28921","AGE15-19","AFG",0.995765
"28922","AGE45-49","HTI",0.992854
"28923","AGE40-44","KAZ",0.992865
"28924","AGE20-24","ZAF",0.996176
"28925","AGE50-54","BEN",0.990884
"28926","AGE90-94","HND",0.783105
"28927","AGE75-79","SGP",0.958559
"28928","AGE60-64","DOM",0.983674
"28929","AGE40-44","LAO",0.99464
"28930","AGE5-9","IRN",0.99924
"28931","AGE55-59","ARM",0.981321
"28932","AGE95-99","GNQ",0.498287
"28933","AGE95-99","SWZ",0.579529
"28934","AGE60-64","VUT",0.972763
"28935","AGE85-89","BIH",0.808791
"28936","AGE65-69","SRB",0.959028
"28937","AGE10-14","GBR",0.999768
"28938","AGE75-79","TUR",0.924551
"28939","AGE95-99","MLI",0.456694
"28940","AGE80-84","BEL",0.921094
"28941","AGE70-74","GIN",0.941664
"28942","AGE15-19","TLS",0.997469
"28943","AGE35-39","RUS",0.991
"28944","AGELT1","HTI",0.94733
"28945","AGE80-84","GIN",0.832111
"28946","AGE85-89","NGA",0.737875
"28947","AGELT1","TUV",0.980327
"28948","AGE5-9","WSM",0.999372
"28949","AGE35-39","SVK",0.998222
"28950","AGE85-89","ISR",0.880896
"28951","AGE15-19","CZE",0.999686
"28952","AGE50-54","PRY",0.991872
"28953","AGE45-49","ZMB",0.957251
"28954","AGE30-34","URY",0.99815
"28955","AGE40-44","NGA",0.988428
"28956","AGE1-4","ETH",0.974381
"28957","AGE65-69","VCT",0.981147
"28958","AGE90-94","JOR",0.698582
"28959","AGE40-44","SWE",0.997903
"28960","AGE70-74","AZE",0.945675
"28961","AGE5-9","CAN",0.999885
"28962","AGE10-14","TUR",0.998831
"28963","AGE50-54","IND",0.988687
"28964","AGE65-69","LSO",0.95963
"28965","AGE85-89","NGA",0.75306
"28966","AGE55-59","THA",0.989048
"28967","AGELT1","ZMB",0.867
"28968","AGE10-14","COG",0.997569
"28969","AGE60-64","CZE",0.992847
"28970","AGE20-24","KWT",0.999633
"28971","AGE60-64","MHL",0.983
"28972","AGE20-24","BOL",0.997403
"28973","AGE85-89","BLZ",0.823984
"28974","AGE20-24","LTU",0.999
"28975","AGE85-89","SWZ",0.788609
"28976","AGE40-44","MOZ",0.98121
"28977","AGE5-9","COG",0.996186
"28978","AGE60-64","SLE",0.952017
"28979","AGE55-59","TUR",0.995657
"28980","AGE80-84","ITA",0.929928
"28981","AGE30-34","BLR",0.999108
"28982","AGE85-89","ESP",0.919638
"28983","AGE70-74","IRL",0.973546
"28984","AGE20-24","WSM",0.997712
"28985","AGE60-64","CHL",0.988
"28986","AGE50-54","URY",0.996159
"28987","AGE60-64","ARG",0.976634
"28988","AGE20-24","KIR",0.998222
"28989","AGE55-59","HTI",0.983938
"28990","AGE5-9","ATG",0.999602
"28991","AGE65-69","BEN",0.954015
"28992","AGE60-64","PRY",0.989521
"28993","AGE50-54","BLR",0.981711
"28994","AGE70-74","SLE",0.901537
"28995","AGE50-54","TON",0.995194
"28996","AGE30-34","WSM",0.998758
"28997","AGE45-49","ETH",0.992624
"28998","AGE95-99","GIN",0.478144
"28999","AGE30-34","GRC",0.99888
"29000","AGE40-44","CHN",0.997
"29001","AGE1-4","FSM",0.998442
"29002","AGE65-69","SSD",0.947
"29003","AGE70-74","LSO",0.930375
"29004","AGELT1","PAN",0.982633
"29005","AGE65-69","THA",0.981623
"29006","AGE70-74","MYS",0.963009
"29007","AGE65-69","NOR",0.987236
"29008","AGE45-49","ARM",0.993135
"29009","AGE80-84","CPV",0.91681
"29010","AGELT1","BTN",0.942657
"29011","AGE95-99","CAF",0.52716
"29012","AGE65-69","MLT",0.97314
"29013","AGE10-14","TON",1
"29014","AGELT1","SLV",0.988274
"29015","AGE95-99","ZAF",0.660346
"29016","AGE40-44","URY",0.998287
"29017","AGE10-14","MEX",0.99959
"29018","AGE10-14","TTO",0.999728
"29019","AGE55-59","IRQ",0.992367
"29020","AGE50-54","SLE",0.98027
"29021","AGELT1","LKA",0.992753
"29022","AGE65-69","MCO",0.992128
"29023","AGE1-4","SEN",0.98
"29024","AGE65-69","SEN",0.96978
"29025","AGE1-4","ZWE",0.990879
"29026","AGE5-9","YEM",0.998514
"29027","AGE5-9","TCD",0.994447
"29028","AGE70-74","AUT",0.981426
"29029","AGE80-84","LBR",0.838375
"29030","AGE45-49","QAT",0.998238
"29031","AGE90-94","BLR",0.732973
"29032","AGE65-69","NIU",0.964
"29033","AGE1-4","RUS",0.999
"29034","AGE20-24","OMN",0.999602
"29035","AGE70-74","CHE",0.980749
"29036","AGE50-54","BOL",0.988038
"29037","AGE85-89","NZL",0.883266
"29038","AGE35-39","THA",0.992
"29039","AGE15-19","IRL",0.999135
"29040","AGE15-19","CHL",0.999
"29041","AGE80-84","GHA",0.867428
"29042","AGE35-39","CHE",0.999191
"29043","AGE5-9","HUN",0.999689
"29044","AGE60-64","COM",0.975138
"29045","AGE55-59","SLV",0.985732
"29046","AGE20-24","IRQ",0.999361
"29047","AGE35-39","MDV",0.997855
"29048","AGE90-94","UKR",0.754429
"29049","AGE15-19","KEN",0.997015
"29050","AGE75-79","MDA",0.933598
"29051","AGELT1","OMN",0.983468
"29052","AGE90-94","BLZ",0.763
"29053","AGE75-79","BEN",0.88624
"29054","AGE80-84","VUT",0.882235
"29055","AGE70-74","SVK",0.939383
"29056","AGE80-84","CUB",0.91389
"29057","AGE20-24","TTO",0.998176
"29058","AGE5-9","MLT",0.999951
"29059","AGE40-44","MLT",0.998792
"29060","AGE20-24","SLV",0.996289
"29061","AGE15-19","MDA",0.999017
"29062","AGE5-9","PAK",0.99816
"29063","AGE40-44","KEN",0.992558
"29064","AGE5-9","KHM",0.997766
"29065","AGE70-74","MDV",0.920344
"29066","AGE55-59","ZMB",0.98207
"29067","AGE95-99","COM",0.567386
"29068","AGELT1","SVN",0.995001
"29069","AGE80-84","TTO",0.909299
"29070","AGE75-79","ESP",0.959716
"29071","AGE35-39","ARE",0.998967
"29072","AGE65-69","UZB",0.967124
"29073","AGE30-34","CHL",0.999
"29074","AGE1-4","MRT",0.987332
"29075","AGE35-39","PHL",0.994936
"29076","AGE45-49","GAB",0.988698
"29077","AGE15-19","SYR",0.999234
"29078","AGE45-49","COG",0.988633
"29079","AGELT1","GUY",0.957002
"29080","AGE70-74","MHL",0.940582
"29081","AGE60-64","TUN",0.985342
"29082","AGE90-94","SYC",0.821311
"29083","AGE15-19","CHE",0.998988
"29084","AGE60-64","AUS",0.984182
"29085","AGE40-44","MYS",0.99603
"29086","AGE15-19","MRT",0.998
"29087","AGE40-44","BRN",0.998332
"29088","AGE15-19","AUT",0.999157
"29089","AGE50-54","FSM",0.993051
"29090","AGE5-9","ROU",0.999699
"29091","AGE75-79","KEN",0.927741
"29092","AGELT1","KAZ",0.986779
"29093","AGE35-39","RWA",0.982758
"29094","AGE80-84","JPN",0.93659
"29095","AGE20-24","VUT",0.997977
"29096","AGE95-99","LAO",0.581
"29097","AGE40-44","GTM",0.993766
"29098","AGE95-99","COK",0.688
"29099","AGE15-19","TGO",0.996657
"29100","AGE5-9","LTU",0.99987
"29101","AGE45-49","SVK",0.997465
"29102","AGE35-39","UKR",0.995303
"29103","AGE10-14","SVK",0.999854
"29104","AGE75-79","JOR",0.916331
"29105","AGE45-49","FIN",0.996677
"29106","AGE60-64","HUN",0.985404
"29107","AGE20-24","BFA",0.995957
"29108","AGE60-64","DMA",0.988925
"29109","AGE80-84","FSM",0.86952
"29110","AGE70-74","POL",0.966063
"29111","AGE90-94","IRQ",0.721989
"29112","AGELT1","CYP",0.997226
"29113","AGE35-39","FIN",0.997132
"29114","AGE5-9","MKD",0.999877
"29115","AGE5-9","SEN",0.998075
"29116","AGE80-84","ZWE",0.883562
"29117","AGE35-39","KGZ",0.997667
"29118","AGE55-59","OMN",0.989213
"29119","AGE65-69","GAB",0.971953
"29120","AGE15-19","AUS",0.999098
"29121","AGE15-19","AZE",0.999
"29122","AGE15-19","NIC",0.998449
"29123","AGE20-24","SYR",0.999233
"29124","AGE10-14","CUB",0.999783
"29125","AGE5-9","MWI",0.997499
"29126","AGE70-74","HRV",0.944024
"29127","AGE75-79","TLS",0.919828
"29128","AGE50-54","MEX",0.992489
"29129","AGE70-74","EST",0.935489
"29130","AGE40-44","IRQ",0.998
"29131","AGE1-4","MDV",0.999639
"29132","AGE30-34","COM",0.995382
"29133","AGE15-19","MNG",0.999352
"29134","AGELT1","MMR",0.946035
"29135","AGE15-19","PLW",0.998126
"29136","AGE80-84","HRV",0.894608
"29137","AGE65-69","GUY",0.966489
"29138","AGE40-44","PAK",0.995006
"29139","AGE80-84","RWA",0.85921
"29140","AGE30-34","GAB",0.992169
"29141","AGE1-4","CUB",0.999681
"29142","AGE55-59","SUR",0.988167
"29143","AGE45-49","BFA",0.990255
"29144","AGE5-9","TON",0.999
"29145","AGE45-49","MNG",0.987772
"29146","AGE95-99","POL",0.594687
"29147","AGE55-59","PRT",0.996947
"29148","AGE85-89","SYR",0.795246
"29149","AGE70-74","RUS",0.932
"29150","AGE15-19","JOR",0.999446
"29151","AGE35-39","MNG",0.995981
"29152","AGE55-59","MUS",0.992567
"29153","AGE45-49","HRV",0.995717
"29154","AGE60-64","GHA",0.978595
"29155","AGE80-84","BFA",0.807927
"29156","AGE15-19","BWA",0.998415
"29157","AGE75-79","GAB",0.931238
"29158","AGE35-39","GUY",0.994086
"29159","AGE1-4","BWA",0.997264
"29160","AGE45-49","LBR",0.992234
"29161","AGE20-24","JPN",0.999718
"29162","AGE75-79","CHE",0.964412
"29163","AGE65-69","MEX",0.980841
"29164","AGE65-69","COG",0.971303
"29165","AGE1-4","JPN",0.999799
"29166","AGE80-84","SUR",0.952011
"29167","AGE90-94","GAB",0.679687
"29168","AGE30-34","CYP",0.999316
"29169","AGE55-59","HRV",0.993432
"29170","AGE50-54","PLW",0.992341
